"","pclass","survived","nationality","name","age","fare","cabin","embarked","boat","body","gender"
"832",3,"died","other","Morrow, Mr. Thomas Rowan",NA,7.75,NA,"Q",NA,NA,"M"
"833",3,"survived","other","Moss, Mr. Albert Johan",NA,7.775,NA,"S","B",NA,"M"
"834",3,"survived","other","Moubarek, Master. Gerios",NA,15.2458,NA,"C","C",NA,"M"
"835",3,"survived","other","Moubarek, Master. Halim Gonios (""William George"")",NA,15.2458,NA,"C","C",NA,"M"
"836",3,"survived","other","Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",NA,15.2458,NA,"C","C",NA,"F"
"837",3,"survived","other","Moussa, Mrs. (Mantoura Boulos)",NA,7.2292,NA,"C",NA,NA,"F"
"838",3,"died","British","Moutal, Mr. Rahamin Haim",NA,8.05,NA,"S",NA,NA,"M"
"839",2,"died","British","Mudd, Mr. Thomas Charles",16,10.5,NA,"S",NA,NA,"M"
"840",3,"survived","other","Mullens, Miss. Katherine ""Katie""",NA,7.7333,NA,"Q","16",NA,"F"
"841",3,"survived","other","Mulvihill, Miss. Bertha E",24,7.75,NA,"Q","15",NA,"F"
"842",3,"died","British","Murdlin, Mr. Joseph",NA,8.05,NA,"S",NA,NA,"M"
"843",3,"survived","other","Murphy, Miss. Katherine ""Kate""",NA,15.5,NA,"Q","16",NA,"F"
"844",3,"survived","other","Murphy, Miss. Margaret Jane",NA,15.5,NA,"Q","16",NA,"F"
"845",3,"survived","other","Murphy, Miss. Nora",NA,15.5,NA,"Q","16",NA,"F"
"846",3,"died","other","Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,7.75,NA,"S",NA,NA,"M"
"847",2,"died","other","Myles, Mr. Thomas Francis",62,9.6875,NA,"Q",NA,NA,"M"
"848",3,"died","other","Naidenoff, Mr. Penko",22,7.8958,NA,"S",NA,NA,"M"
"849",3,"survived","other","Najib, Miss. Adele Kiamie ""Jane""",15,7.225,NA,"C","C",NA,"F"
"850",3,"survived","other","Nakid, Miss. Maria (""Mary"")",1,15.7417,NA,"C","C",NA,"F"
"851",3,"survived","other","Nakid, Mr. Sahid",20,15.7417,NA,"C","C",NA,"M"
"852",3,"survived","other","Nakid, Mrs. Said (Waika ""Mary"" Mowad)",19,15.7417,NA,"C","C",NA,"F"
"853",3,"died","British","Nancarrow, Mr. William Henry",33,8.05,NA,"S",NA,NA,"M"
"854",3,"died","other","Nankoff, Mr. Minko",NA,7.8958,NA,"S",NA,NA,"M"
"855",3,"died","other","Nasr, Mr. Mustafa",NA,7.2292,NA,"C",NA,NA,"M"
"856",2,"died","American","Nasser, Mr. Nicholas",32.5,30.0708,NA,"C",NA,43,"M"
"857",2,"survived","other","Nasser, Mrs. Nicholas (Adele Achem)",14,30.0708,NA,"C",NA,NA,"F"
"858",1,"died","American","Natsch, Mr. Charles H",37,29.7,"C118","C",NA,NA,"M"
"859",3,"died","American","Naughton, Miss. Hannah",NA,7.75,NA,"Q",NA,NA,"F"
"860",2,"survived","other","Navratil, Master. Edmond Roger",2,26,"F2","S","D",NA,"M"
"861",2,"survived","other","Navratil, Master. Michel M",3,26,"F2","S","D",NA,"M"
"862",2,"died","other","Navratil, Mr. Michel (""Louis M Hoffman"")",36.5,26,"F2","S",NA,15,"M"
"863",3,"died","other","Nenkoff, Mr. Christo",NA,7.8958,NA,"S",NA,NA,"M"
"864",2,"died","British","Nesson, Mr. Israel",26,13,"F2","S",NA,NA,"M"
"865",1,"survived","American","Newell, Miss. Madeleine",31,113.275,"D36","C","6",NA,"F"
"866",1,"survived","American","Newell, Miss. Marjorie",23,113.275,"D36","C","6",NA,"F"
"867",1,"died","American","Newell, Mr. Arthur Webster",58,113.275,"D48","C",NA,122,"M"
"868",1,"survived","American","Newsom, Miss. Helen Monypeny",19,26.2833,"D47","S","5",NA,"F"
"869",2,"died","British","Nicholls, Mr. Joseph Charles",19,36.75,NA,"S",NA,101,"M"
"870",1,"died","British","Nicholson, Mr. Arthur Ernest",64,26,NA,"S",NA,263,"M"
"871",3,"survived","other","Nicola-Yarred, Master. Elias",12,11.2417,NA,"C","C",NA,"M"
"872",3,"survived","other","Nicola-Yarred, Miss. Jamila",14,11.2417,NA,"C","C",NA,"F"
"873",3,"died","other","Nieminen, Miss. Manta Josefina",29,7.925,NA,"S",NA,NA,"F"
"874",3,"died","other","Niklasson, Mr. Samuel",28,8.05,NA,"S",NA,NA,"M"
"875",3,"survived","other","Nilsson, Miss. Berta Olivia",18,7.775,NA,"S","D",NA,"F"
"876",3,"survived","other","Nilsson, Miss. Helmina Josefina",26,7.8542,NA,"S","13",NA,"F"
"877",3,"died","other","Nilsson, Mr. August Ferdinand",21,7.8542,NA,"S",NA,NA,"M"
"878",3,"died","other","Nirva, Mr. Iisakki Antino Aijo",41,7.125,NA,"S",NA,NA,"M"
"879",3,"survived","American","Niskanen, Mr. Juha",39,7.925,NA,"S","9",NA,"M"
"880",2,"died","British","Norman, Mr. Robert Douglas",28,13.5,NA,"S",NA,287,"M"
"881",3,"died","British","Nosworthy, Mr. Richard Cater",21,7.8,NA,"S",NA,NA,"M"
"882",2,"survived","other","Nourney, Mr. Alfred (""Baron von Drachstedt"")",20,13.8625,"D38","C","7",NA,"M"
"883",3,"died","other","Novel, Mr. Mansouer",28.5,7.2292,NA,"C",NA,181,"M"
"884",2,"survived","American","Nye, Mrs. (Elizabeth Ramell)",29,10.5,"F33","S","11",NA,"F"
"885",3,"survived","other","Nysten, Miss. Anna Sofia",22,7.75,NA,"S","13",NA,"F"
"886",3,"died","other","Nysveen, Mr. Johan Hansen",61,6.2375,NA,"S",NA,NA,"M"
"887",3,"died","other","O'Brien, Mr. Thomas",NA,15.5,NA,"Q",NA,NA,"M"
"888",3,"died","other","O'Brien, Mr. Timothy",NA,7.8292,NA,"Q",NA,NA,"M"
"889",3,"survived","other","O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",NA,15.5,NA,"Q",NA,NA,"F"
"890",3,"died","other","O'Connell, Mr. Patrick D",NA,7.7333,NA,"Q",NA,NA,"M"
"891",3,"died","other","O'Connor, Mr. Maurice",NA,7.75,NA,"Q",NA,NA,"M"
"892",3,"died","other","O'Connor, Mr. Patrick",NA,7.75,NA,"Q",NA,NA,"M"
"893",3,"died","other","O'Donoghue, Ms. Bridget",NA,7.75,NA,"Q",NA,NA,"F"
"894",3,"survived","other","O'Driscoll, Miss. Bridget",NA,7.75,NA,"Q","D",NA,"F"
"895",3,"survived","other","O'Dwyer, Miss. Ellen ""Nellie""",NA,7.8792,NA,"Q",NA,NA,"F"
"896",3,"survived","other","O'Keefe, Mr. Patrick",NA,7.75,NA,"Q","B",NA,"M"
"897",3,"survived","other","O'Leary, Miss. Hanora ""Norah""",NA,7.8292,NA,"Q","13",NA,"F"
"898",3,"died","other","O'Sullivan, Miss. Bridget Mary",NA,7.6292,NA,"Q",NA,NA,"F"
"899",3,"died","other","Odahl, Mr. Nils Martin",23,9.225,NA,"S",NA,NA,"M"
"900",3,"survived","other","Ohman, Miss. Velin",22,7.775,NA,"S","C",NA,"F"
"901",1,"survived","other","Oliva y Ocana, Dona. Fermina",39,108.9,"C105","C","8",NA,"F"
"902",3,"survived","other","Olsen, Master. Artur Karl",9,3.1708,NA,"S","13",NA,"M"
"903",3,"died","other","Olsen, Mr. Henry Margido",28,22.525,NA,"S",NA,173,"M"
"904",3,"died","American","Olsen, Mr. Karl Siegwart Andreas",42,8.4042,NA,"S",NA,NA,"M"
"905",3,"died","other","Olsen, Mr. Ole Martin",NA,7.3125,NA,"S",NA,NA,"M"
"906",3,"died","other","Olsson, Miss. Elina",31,7.8542,NA,"S",NA,NA,"F"
"907",3,"died","other","Olsson, Mr. Nils Johan Goransson",28,7.8542,NA,"S",NA,NA,"M"
"908",3,"survived","other","Olsson, Mr. Oscar Wilhelm",32,7.775,NA,"S","A",NA,"M"
"909",3,"died","other","Olsvigen, Mr. Thor Anderson",20,9.225,NA,"S",NA,89,"M"
"910",1,"survived","other","Omont, Mr. Alfred Fernand",NA,25.7417,NA,"C","7",NA,"M"
"911",3,"died","other","Oreskovic, Miss. Jelka",23,8.6625,NA,"S",NA,NA,"F"
"912",3,"died","other","Oreskovic, Miss. Marija",20,8.6625,NA,"S",NA,NA,"F"
"913",3,"died","other","Oreskovic, Mr. Luka",20,8.6625,NA,"S",NA,NA,"M"
"914",3,"died","other","Osen, Mr. Olaf Elon",16,9.2167,NA,"S",NA,NA,"M"
"915",3,"survived","other","Osman, Mrs. Mara",31,8.6833,NA,"S",NA,NA,"F"
"916",1,"survived","other","Ostby, Miss. Helene Ragnhild",22,61.9792,"B36","C","5",NA,"F"
"917",1,"died","American","Ostby, Mr. Engelhart Cornelius",65,61.9792,"B30","C",NA,234,"M"
"918",2,"died","American","Otter, Mr. Richard",39,13,NA,"S",NA,NA,"M"
"919",1,"died","other","Ovies y Rodriguez, Mr. Servando",28.5,27.7208,"D43","C",NA,189,"M"
"920",2,"survived","British","Oxenham, Mr. Percy Thomas",22,10.5,NA,"S","13",NA,"M"
"921",2,"survived","other","Padro y Manent, Mr. Julian",NA,13.8625,NA,"C","9",NA,"M"
"922",2,"died","other","Pain, Dr. Alfred",23,10.5,NA,"S",NA,NA,"M"
"923",2,"survived","other","Pallas y Castello, Mr. Emilio",29,13.8583,NA,"C","9",NA,"M"
"924",3,"died","other","Palsson, Master. Gosta Leonard",2,21.075,NA,"S",NA,4,"M"
"925",3,"died","other","Palsson, Master. Paul Folke",6,21.075,NA,"S",NA,NA,"M"
"926",3,"died","other","Palsson, Miss. Stina Viola",3,21.075,NA,"S",NA,NA,"F"
"927",3,"died","other","Palsson, Miss. Torborg Danira",8,21.075,NA,"S",NA,NA,"F"
"928",3,"died","other","Palsson, Mrs. Nils (Alma Cornelia Berglund)",29,21.075,NA,"S",NA,206,"F"
"929",3,"died","other","Panula, Master. Eino Viljami",1,39.6875,NA,"S",NA,NA,"M"
"930",3,"died","other","Panula, Master. Juha Niilo",7,39.6875,NA,"S",NA,NA,"M"
"931",3,"died","other","Panula, Master. Urho Abraham",2,39.6875,NA,"S",NA,NA,"M"
"932",3,"died","other","Panula, Mr. Ernesti Arvid",16,39.6875,NA,"S",NA,NA,"M"
"933",3,"died","other","Panula, Mr. Jaako Arnold",14,39.6875,NA,"S",NA,NA,"M"
"934",3,"died","other","Panula, Mrs. Juha (Maria Emilia Ojala)",41,39.6875,NA,"S",NA,NA,"F"
"935",2,"died","other","Parker, Mr. Clifford Richard",28,10.5,NA,"S",NA,NA,"M"
"936",2,"died","other","Parkes, Mr. Francis ""Frank""",NA,0,NA,"S",NA,NA,"M"
"937",1,"died","other","Parr, Mr. William Henry Marsh",NA,0,NA,"S",NA,NA,"M"
"938",2,"survived","American","Parrish, Mrs. (Lutie Davis)",50,26,NA,"S","12",NA,"F"
"939",1,"died","British","Partner, Mr. Austen",45.5,28.5,"C124","S",NA,166,"M"
"940",3,"died","other","Pasic, Mr. Jakob",21,8.6625,NA,"S",NA,NA,"M"
"941",3,"died","British","Patchett, Mr. George",19,14.5,NA,"S",NA,NA,"M"
"942",3,"died","other","Paulner, Mr. Uscher",NA,8.7125,NA,"C",NA,NA,"M"
"943",3,"died","other","Pavlovic, Mr. Stefo",32,7.8958,NA,"S",NA,NA,"M"
"944",1,"died","other","Payne, Mr. Vivian Ponsonby",23,93.5,"B24","S",NA,NA,"M"
"945",3,"died","other","Peacock, Master. Alfred Edward",0.75,13.775,NA,"S",NA,NA,"M"
"946",3,"died","other","Peacock, Miss. Treasteall",3,13.775,NA,"S",NA,NA,"F"
"947",3,"died","other","Peacock, Mrs. Benjamin (Edith Nile)",26,13.775,NA,"S",NA,NA,"F"
"948",3,"died","British","Pearce, Mr. Ernest",NA,7,NA,"S",NA,NA,"M"
"949",1,"died","British","Pears, Mr. Thomas Clinton",29,66.6,"C2","S",NA,NA,"M"
"950",1,"survived","other","Pears, Mrs. Thomas (Edith Wearne)",22,66.6,"C2","S","8",NA,"F"
"951",3,"died","other","Pedersen, Mr. Olaf",NA,7.775,NA,"S",NA,NA,"M"
"952",3,"died","British","Peduzzi, Mr. Joseph",NA,8.05,NA,"S",NA,NA,"M"
"953",3,"died","other","Pekoniemi, Mr. Edvard",21,7.925,NA,"S",NA,NA,"M"
"954",3,"died","other","Peltomaki, Mr. Nikolai Johannes",25,7.925,NA,"S",NA,NA,"M"
"955",1,"died","other","Penasco y Castellana, Mr. Victor de Satode",18,108.9,"C65","C",NA,NA,"M"
"956",1,"survived","other","Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17,108.9,"C65","C","8",NA,"F"
"957",2,"died","British","Pengelly, Mr. Frederick William",19,10.5,NA,"S",NA,NA,"M"
"958",3,"died","British","Perkin, Mr. John Henry",22,7.25,NA,"S",NA,NA,"M"
"959",2,"died","other","Pernot, Mr. Rene",NA,15.05,NA,"C",NA,NA,"M"
"960",1,"survived","other","Perreault, Miss. Anne",30,93.5,"B73","S","3",NA,"F"
"961",3,"survived","other","Persson, Mr. Ernst Ulrik",25,7.775,NA,"S","15",NA,"M"
"962",2,"died","other","Peruschitz, Rev. Joseph Maria",41,13,NA,"S",NA,NA,"M"
"963",3,"survived","other","Peter, Master. Michael J",NA,22.3583,NA,"C","C",NA,"M"
"964",3,"survived","other","Peter, Miss. Anna",NA,22.3583,"F E69","C","D",NA,"F"
"965",3,"survived","other","Peter, Mrs. Catherine (Catherine Rizk)",NA,22.3583,NA,"C","D",NA,"F"
"966",3,"died","other","Peters, Miss. Katie",NA,8.1375,NA,"Q",NA,NA,"F"
"967",3,"died","British","Petersen, Mr. Marius",24,8.05,NA,"S",NA,NA,"M"
"968",3,"died","other","Petranec, Miss. Matilda",28,7.8958,NA,"S",NA,NA,"F"
"969",3,"died","other","Petroff, Mr. Nedelio",19,7.8958,NA,"S",NA,NA,"M"
"970",3,"died","other","Petroff, Mr. Pastcho (""Pentcho"")",NA,7.8958,NA,"S",NA,NA,"M"
"971",3,"died","other","Petterson, Mr. Johan Emil",25,7.775,NA,"S",NA,NA,"M"
"972",3,"died","other","Pettersson, Miss. Ellen Natalia",18,7.775,NA,"S",NA,NA,"F"
"973",1,"survived","other","Peuchen, Major. Arthur Godfrey",52,30.5,"C104","S","6",NA,"M"
"974",2,"survived","British","Phillips, Miss. Alice Frances Louisa",21,21,NA,"S","12",NA,"F"
"975",2,"survived","British","Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19,26,NA,"S","11",NA,"F"
"976",2,"died","British","Phillips, Mr. Escott Robert",43,21,NA,"S",NA,NA,"M"
"977",3,"survived","British","Pickard, Mr. Berk (Berk Trembisky)",32,8.05,"E10","S","9",NA,"M"
"978",2,"survived","other","Pinsky, Mrs. (Rosa)",32,13,NA,"S","9",NA,"F"
"979",3,"died","other","Plotcharsky, Mr. Vasil",NA,7.8958,NA,"S",NA,NA,"M"
"980",3,"died","other","Pokrnic, Mr. Mate",17,8.6625,NA,"S",NA,NA,"M"
"981",3,"died","other","Pokrnic, Mr. Tome",24,8.6625,NA,"S",NA,NA,"M"
"982",2,"died","British","Ponesell, Mr. Martin",34,13,NA,"S",NA,NA,"M"
"983",2,"survived","American","Portaluppi, Mr. Emilio Ilario Giuseppe",30,12.7375,NA,"C","14",NA,"M"
"984",1,"died","American","Porter, Mr. Walter Chamberlain",47,52,"C110","S",NA,207,"M"
"985",1,"survived","American","Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56,83.1583,"C50","C","7",NA,"F"
"986",2,"died","American","Pulbaum, Mr. Franz",27,15.0333,NA,"C",NA,NA,"M"
"987",2,"survived","other","Quick, Miss. Phyllis May",2,26,NA,"S","11",NA,"F"
"988",2,"survived","other","Quick, Miss. Winifred Vera",8,26,NA,"S","11",NA,"F"
"989",2,"survived","other","Quick, Mrs. Frederick Charles (Jane Richards)",33,26,NA,"S","11",NA,"F"
"990",3,"died","other","Radeff, Mr. Alexander",NA,7.8958,NA,"S",NA,NA,"M"
"991",3,"died","other","Rasmussen, Mrs. (Lena Jacobsen Solvang)",NA,8.1125,NA,"S",NA,NA,"F"
"992",3,"died","other","Razi, Mr. Raihed",NA,7.2292,NA,"C",NA,NA,"M"
"993",3,"died","other","Reed, Mr. James George",NA,7.25,NA,"S",NA,NA,"M"
"994",2,"died","British","Reeves, Mr. David",36,10.5,NA,"S",NA,NA,"M"
"995",3,"died","other","Rekic, Mr. Tido",38,7.8958,NA,"S",NA,NA,"M"
"996",2,"died","American","Renouf, Mr. Peter Henry",34,21,NA,"S","12",NA,"M"
"997",2,"survived","other","Renouf, Mrs. Peter Henry (Lillian Jefferys)",30,21,NA,"S",NA,NA,"F"
"998",1,"died","other","Reuchlin, Jonkheer. John George",38,0,NA,"S",NA,NA,"M"
"999",2,"survived","other","Reynaldo, Ms. Encarnacion",28,13,NA,"S","9",NA,"F"
"1000",3,"died","British","Reynolds, Mr. Harold J",21,8.05,NA,"S",NA,NA,"M"
"1001",1,"survived","other","Rheims, Mr. George Alexander Lucien",NA,39.6,NA,"S","A",NA,"M"
"1002",3,"died","other","Rice, Master. Albert",10,29.125,NA,"Q",NA,NA,"M"
"1003",3,"died","other","Rice, Master. Arthur",4,29.125,NA,"Q",NA,NA,"M"
"1004",3,"died","other","Rice, Master. Eric",7,29.125,NA,"Q",NA,NA,"M"
"1005",3,"died","other","Rice, Master. Eugene",2,29.125,NA,"Q",NA,NA,"M"
"1006",3,"died","other","Rice, Master. George Hugh",8,29.125,NA,"Q",NA,NA,"M"
"1007",3,"died","other","Rice, Mrs. William (Margaret Norton)",39,29.125,NA,"Q",NA,327,"F"
"1008",2,"died","other","Richard, Mr. Emile",23,15.0458,NA,"C",NA,NA,"M"
"1009",2,"survived","British","Richards, Master. George Sibley",0.8333,18.75,NA,"S","4",NA,"M"
"1010",2,"survived","British","Richards, Master. William Rowe",3,18.75,NA,"S","4",NA,"M"
"1011",2,"survived","British","Richards, Mrs. Sidney (Emily Hocking)",24,18.75,NA,"S","4",NA,"F"
"1012",2,"survived","British","Ridsdale, Miss. Lucy",50,10.5,NA,"S","13",NA,"F"
"1013",3,"died","other","Riihivouri, Miss. Susanna Juhantytar ""Sanni""",22,39.6875,NA,"S",NA,NA,"F"
"1014",1,"died","other","Ringhini, Mr. Sante",22,135.6333,NA,"C",NA,232,"M"
"1015",3,"died","other","Rintamaki, Mr. Matti",35,7.125,NA,"S",NA,NA,"M"
"1016",3,"survived","other","Riordan, Miss. Johanna ""Hannah""",NA,7.7208,NA,"Q","13",NA,"F"
"1017",3,"died","British","Risien, Mr. Samuel Beard",NA,14.5,NA,"S",NA,NA,"M"
"1018",3,"died","British","Risien, Mrs. Samuel (Emma)",NA,14.5,NA,"S",NA,NA,"F"
"1019",1,"died","other","Robbins, Mr. Victor",NA,227.525,NA,"C",NA,NA,"M"
"1020",1,"survived","American","Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43,211.3375,"B3","S","2",NA,"F"
"1021",3,"died","British","Robins, Mr. Alexander A",50,14.5,NA,"S",NA,119,"M"
"1022",3,"died","British","Robins, Mrs. Alexander A (Grace Charity Laury)",47,14.5,NA,"S",NA,7,"F"
"1023",1,"died","American","Roebling, Mr. Washington Augustus II",31,50.4958,"A24","S",NA,NA,"M"
"1024",2,"died","British","Rogers, Mr. Reginald Harry",19,10.5,NA,"S",NA,NA,"M"
"1025",3,"died","other","Rogers, Mr. William John",NA,8.05,NA,"S",NA,NA,"M"
"1026",1,"survived","American","Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45,26.55,NA,"S","9",NA,"M"
"1027",3,"died","other","Rommetvedt, Mr. Knud Paust",NA,7.775,NA,"S",NA,NA,"M"
"1028",1,"died","American","Rood, Mr. Hugh Roscoe",NA,50,"A32","S",NA,NA,"M"
"1029",3,"died","other","Rosblom, Miss. Salli Helena",2,20.2125,NA,"S",NA,NA,"F"
"1030",3,"died","other","Rosblom, Mr. Viktor Richard",18,20.2125,NA,"S",NA,NA,"M"
"1031",3,"died","other","Rosblom, Mrs. Viktor (Helena Wilhelmina)",41,20.2125,NA,"S",NA,NA,"F"
"1032",1,"survived","other","Rosenbaum, Miss. Edith Louise",33,27.7208,"A11","C","11",NA,"F"
"1033",1,"died","American","Rosenshine, Mr. George (""Mr George Thorne"")",46,79.2,NA,"C",NA,16,"M"
"1034",1,"died","other","Ross, Mr. John Hugo",36,40.125,"A10","C",NA,NA,"M"
"1035",3,"survived","British","Roth, Miss. Sarah A",NA,8.05,NA,"S","C",NA,"F"
"1036",1,"survived","British","Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33,86.5,"B77","S","8",NA,"F"
"1037",1,"died","American","Rothschild, Mr. Martin",55,59.4,NA,"C",NA,NA,"M"
"1038",1,"survived","American","Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54,59.4,NA,"C","6",NA,"F"
"1039",3,"died","British","Rouse, Mr. Richard Henry",50,8.05,NA,"S",NA,NA,"M"
"1040",1,"died","other","Rowe, Mr. Alfred G",33,26.55,NA,"S",NA,109,"M"
"1041",2,"survived","other","Rugg, Miss. Emily",21,10.5,NA,"S","12",NA,"F"
"1042",3,"died","British","Rush, Mr. Alfred George John",16,8.05,NA,"S",NA,NA,"M"
"1043",3,"survived","other","Ryan, Mr. Edward",NA,7.75,NA,"Q","14",NA,"M"
"1044",3,"died","other","Ryan, Mr. Patrick",NA,24.15,NA,"Q",NA,NA,"M"
"1045",1,"survived","American","Ryerson, Master. John Borie",13,262.375,"B57 B59 B63 B66","C","4",NA,"M"
"1046",1,"survived","American","Ryerson, Miss. Emily Borie",18,262.375,"B57 B59 B63 B66","C","4",NA,"F"
"1047",1,"survived","American","Ryerson, Miss. Susan Parker ""Suzette""",21,262.375,"B57 B59 B63 B66","C","4",NA,"F"
"1048",1,"died","American","Ryerson, Mr. Arthur Larned",61,262.375,"B57 B59 B63 B66","C",NA,NA,"M"
"1049",1,"survived","American","Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",48,262.375,"B57 B59 B63 B66","C","4",NA,"F"
"1050",3,"died","other","Saad, Mr. Amin",NA,7.2292,NA,"C",NA,NA,"M"
"1051",3,"died","other","Saad, Mr. Khalil",25,7.225,NA,"C",NA,NA,"M"
"1052",3,"died","other","Saade, Mr. Jean Nassr",NA,7.225,NA,"C",NA,NA,"M"
"1053",1,"survived","British","Saalfeld, Mr. Adolphe",NA,30.5,"C106","S","3",NA,"M"
"1054",3,"died","other","Sadlier, Mr. Matthew",NA,7.7292,NA,"Q",NA,NA,"M"
"1055",3,"died","British","Sadowitz, Mr. Harry",NA,7.575,NA,"S",NA,NA,"M"
"1056",3,"died","other","Saether, Mr. Simon Sivertsen",38.5,7.25,NA,"S",NA,32,"M"
"1057",3,"died","British","Sage, Master. Thomas Henry",NA,69.55,NA,"S",NA,NA,"M"
"1058",3,"died","other","Sage, Master. William Henry",14.5,69.55,NA,"S",NA,67,"M"
"1059",3,"died","British","Sage, Miss. Ada",NA,69.55,NA,"S",NA,NA,"F"
"1060",3,"died","British","Sage, Miss. Constance Gladys",NA,69.55,NA,"S",NA,NA,"F"
"1061",3,"died","British","Sage, Miss. Dorothy Edith ""Dolly""",NA,69.55,NA,"S",NA,NA,"F"
"1062",3,"died","British","Sage, Miss. Stella Anna",NA,69.55,NA,"S",NA,NA,"F"
"1063",3,"died","other","Sage, Mr. Douglas Bullen",NA,69.55,NA,"S",NA,NA,"M"
"1064",3,"died","other","Sage, Mr. Frederick",NA,69.55,NA,"S",NA,NA,"M"
"1065",3,"died","British","Sage, Mr. George John Jr",NA,69.55,NA,"S",NA,NA,"M"
"1066",3,"died","other","Sage, Mr. John George",NA,69.55,NA,"S",NA,NA,"M"
"1067",3,"died","British","Sage, Mrs. John (Annie Bullen)",NA,69.55,NA,"S",NA,NA,"F"
"1068",1,"survived","other","Sagesser, Mlle. Emma",24,69.3,"B35","C","9",NA,"F"
"1069",3,"died","other","Salander, Mr. Karl Johan",24,9.325,NA,"S",NA,NA,"M"
"1070",3,"survived","other","Salkjelsvik, Miss. Anna Kristine",21,7.65,NA,"S","C",NA,"F"
"1071",1,"survived","American","Salomon, Mr. Abraham L",NA,26,NA,"S","1",NA,"M"
"1072",3,"died","American","Salonen, Mr. Johan Werner",39,7.925,NA,"S",NA,NA,"M"
"1073",3,"died","other","Samaan, Mr. Elias",NA,21.6792,NA,"C",NA,NA,"M"
"1074",3,"died","other","Samaan, Mr. Hanna",NA,21.6792,NA,"C",NA,NA,"M"
"1075",3,"died","other","Samaan, Mr. Youssef",NA,21.6792,NA,"C",NA,NA,"M"
"1076",3,"survived","other","Sandstrom, Miss. Beatrice Irene",1,16.7,"G6","S","13",NA,"F"
"1077",3,"survived","other","Sandstrom, Miss. Marguerite Rut",4,16.7,"G6","S","13",NA,"F"
"1078",3,"survived","other","Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24,16.7,"G6","S","13",NA,"F"
"1079",3,"survived","other","Sap, Mr. Julius",25,9.5,NA,"S","11",NA,"M"
"1080",3,"died","British","Saundercock, Mr. William Henry",20,8.05,NA,"S",NA,NA,"M"
"1081",3,"died","British","Sawyer, Mr. Frederick Charles",24.5,8.05,NA,"S",NA,284,"M"
"1082",3,"died","other","Scanlan, Mr. James",NA,7.725,NA,"Q",NA,NA,"M"
"1083",1,"survived","other","Schabert, Mrs. Paul (Emma Mock)",35,57.75,"C28","C","11",NA,"F"
"1084",2,"died","American","Schmidt, Mr. August",26,13,NA,"S",NA,NA,"M"
"1085",3,"died","other","Sdycoff, Mr. Todor",NA,7.8958,NA,"S",NA,NA,"M"
"1086",2,"died","British","Sedgwick, Mr. Charles Frederick Waddington",25,13,NA,"S",NA,NA,"M"
"1087",1,"survived","other","Serepeca, Miss. Augusta",30,31,NA,"C","4",NA,"F"
"1088",1,"survived","American","Seward, Mr. Frederic Kimber",34,26.55,NA,"S","7",NA,"M"
"1089",2,"died","British","Sharp, Mr. Percival James R",27,26,NA,"S",NA,NA,"M"
"1090",3,"died","other","Shaughnessy, Mr. Patrick",NA,7.75,NA,"Q",NA,NA,"M"
"1091",3,"survived","other","Sheerlinck, Mr. Jan Baptist",29,9.5,NA,"S","11",NA,"M"
"1092",3,"died","British","Shellard, Mr. Frederick William",NA,15.1,NA,"S",NA,NA,"M"
"1093",2,"survived","American","Shelley, Mrs. William (Imanita Parrish Hall)",25,26,NA,"S","12",NA,"F"
"1094",3,"survived","British","Shine, Miss. Ellen Natalia",NA,7.7792,NA,"Q",NA,NA,"F"
"1095",3,"died","British","Shorney, Mr. Charles Joseph",NA,8.05,NA,"S",NA,NA,"M"
"1096",1,"survived","American","Shutes, Miss. Elizabeth W",40,153.4625,"C125","S","3",NA,"F"
"1097",2,"survived","other","Silven, Miss. Lyyli Karoliina",18,13,NA,"S","16",NA,"F"
"1098",1,"survived","American","Silverthorne, Mr. Spencer Victor",35,26.2875,"E24","S","5",NA,"M"
"1099",1,"died","American","Silvey, Mr. William Baird",50,55.9,"E44","S",NA,NA,"M"
"1100",1,"survived","American","Silvey, Mrs. William Baird (Alice Munger)",39,55.9,"E44","S","11",NA,"F"
"1101",3,"died","other","Simmons, Mr. John",NA,8.05,NA,"S",NA,NA,"M"
"1102",1,"survived","other","Simonius-Blumer, Col. Oberst Alfons",56,35.5,"A26","C","3",NA,"M"
"1103",2,"survived","British","Sincock, Miss. Maude",20,36.75,NA,"S","11",NA,"F"
"1104",2,"survived","American","Sinkkonen, Miss. Anna",30,13,NA,"S","10",NA,"F"
"1105",3,"died","other","Sirayanian, Mr. Orsen",22,7.2292,NA,"C",NA,NA,"M"
"1106",3,"died","British","Sirota, Mr. Maurice",NA,8.05,NA,"S",NA,NA,"M"
